| Epoch: 001 | Train Loss: 0.656 | Val. Loss: 0.523 | Val. Accuracy:  82.970 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 002 | Train Loss: 0.456 | Val. Loss: 0.407 | Val. Accuracy:  87.710 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 003 | Train Loss: 0.422 | Val. Loss: 0.364 | Val. Accuracy:  89.060 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 004 | Train Loss: 0.405 | Val. Loss: 0.371 | Val. Accuracy:  89.170 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 005 | Train Loss: 0.396 | Val. Loss: 0.349 | Val. Accuracy:  90.000 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 006 | Train Loss: 0.385 | Val. Loss: 0.393 | Val. Accuracy:  88.830 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 007 | Train Loss: 0.383 | Val. Loss: 0.357 | Val. Accuracy:  89.890 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 008 | Train Loss: 0.377 | Val. Loss: 0.372 | Val. Accuracy:  88.860 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 009 | Train Loss: 0.377 | Val. Loss: 0.380 | Val. Accuracy:  88.920 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 010 | Train Loss: 0.372 | Val. Loss: 0.373 | Val. Accuracy:  89.720 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 011 | Train Loss: 0.372 | Val. Loss: 0.355 | Val. Accuracy:  90.000 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 012 | Train Loss: 0.369 | Val. Loss: 0.361 | Val. Accuracy:  89.560 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 013 | Train Loss: 0.372 | Val. Loss: 0.376 | Val. Accuracy:  89.850 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 014 | Train Loss: 0.366 | Val. Loss: 0.373 | Val. Accuracy:  89.140 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 015 | Train Loss: 0.365 | Val. Loss: 0.394 | Val. Accuracy:  88.900 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 016 | Train Loss: 0.361 | Val. Loss: 0.385 | Val. Accuracy:  89.060 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 017 | Train Loss: 0.355 | Val. Loss: 0.351 | Val. Accuracy:  90.090 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 018 | Train Loss: 0.361 | Val. Loss: 0.382 | Val. Accuracy:  89.370 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 019 | Train Loss: 0.360 | Val. Loss: 0.361 | Val. Accuracy:  89.770 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 020 | Train Loss: 0.360 | Val. Loss: 0.405 | Val. Accuracy:  88.680 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 021 | Train Loss: 0.356 | Val. Loss: 0.345 | Val. Accuracy:  90.710 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 022 | Train Loss: 0.353 | Val. Loss: 0.345 | Val. Accuracy:  90.270 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 023 | Train Loss: 0.358 | Val. Loss: 0.378 | Val. Accuracy:  90.070 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 024 | Train Loss: 0.360 | Val. Loss: 0.362 | Val. Accuracy:  90.300 | offline updates:   0.000 | online udpates: 100.000 |
| Epoch: 025 | Train Loss: 0.350 | Val. Loss: 0.327 | Val. Accuracy:  91.420 | offline updates:   0.000 | online udpates: 100.000 |
